,text,clean
66,"Başganım cevap verilemiyor tivitinize, alıntılamak zorunda kaldım. Öncelikle çok zarifsiniz, ancak kamuoyuna tarafsızlığımı kanıtlamanıza gerek yok, o zaten yapıldı 🙏🏻 Sorunuza gelecek olursak, elbette kontenjan sağlarım, fakat 30 kişi biraz fazla takdir edersiniz. Süre açısından da çok sıkıntıya düşeriz. Dilerseniz otuzun sıfırını atıp (ki zamanında 6 sıfır atmışlığınız var, bir sıfırın lafı olmaz bence 🙏🏻) sayıyı üçe indirelim ve kendilerini seve seve ağırlayalım. Saygı sınırını aşmayacaklarına ve kişisel sorular sormayacaklarına da siz kefil oldunuz sayar, sizi utandırmayacaklarını umar ve aynı saygıyı kendilerine göstereceğime söz veririm. Size verdiğim bu karşılığa rağmen cümlelerim içerisinde objektifliğin o’sunu bulamazsanız, sizde adaletin a’sı olmadığına emin olmalısınız. 🙏🏻 Teşekkürler. Güzel Angara’ma selamlar.",başganım cevap verilemiyor tivitinize alıntılamak zorunda kaldım öncelikle zarifsiniz kamuoyuna tarafsızlığımı kanıtlamanıza gerek yok yapıldı sorunuza gelecek olursak kontenjan sağlarım kişi biraz fazla takdir edersiniz süre açısından sıkıntıya düşeriz dilerseniz otuzun sıfırını atıp zamanında sıfır atmışlığınız sıfırın lafı olmaz bence sayıyı üçe indirelim kendilerini seve seve ağırlayalım saygı sınırını aşmayacaklarına kişisel sorular sormayacaklarına kefil oldunuz sayar utandırmayacaklarını umar aynı saygıyı kendilerine göstereceğime söz veririm verdiğim karşılığa cümlelerim içerisinde objektifliğin bulamazsanız sizde adaletin olmadığına emin olmalısınız teşekkürler güzel angara selamlar
67,Sn. Kılıçdaroğlu da arayıp bizzat geleceğini teyit etti. Bilginize.,kılıçdaroğlu arayıp bizzat geleceğini teyit etti bilginize
68,#mevzularaçıkmikrofon,
69,"Sn. @kilicdarogluk nu arayıp söyleyebilirdim bunu ama buraya yazmayı daha uygun buldum.  Kemal bey, gençler sizi Mevzular Açık Mikrofona bekliyor. Uzun zamandır bekliyorlar, fakat seçimin ikinci tura kalmasıyla bu beklenti telefonlarımızı kilitleyecek boyuta ulaştı.  Seçim gecesi yaşandığı söylenen veri krizini, anketleri sormak, ikinci tur için yapılacak net söylemleri duymak istiyorlar.  Bu sebeple sizi tekrar davet ediyoruz.  Kimileri programımıza katılan gençleri “Babala kitlesi” diye başlıklandırıp, liderlerinin yanlış cevaplarını ya da kötü performanslarını örtmeye çalışsa da, Mevzular Açık Mikrofon bugüne kadar memleketin her köşesinden birçok farklı partiye gönül vermiş, cebine para sokuşturulmamış, eline soru verilmemiş başlığını kendi koymuş 7200 genç ağırladı . Gördüğünüz yüzler, duyduğunuz sorular, birilerinin değil, memleketimizin gençlerine aitti. Gerçek sorular duymak, ve hatta belki de gençlerden fikir almak için… Buyurmaz mısınız?",nu arayıp söyleyebilirdim buraya yazmayı uygun buldum kemal bey gençler mevzular açık mikrofona bekliyor uzun zamandır bekliyorlar seçimin ikinci tura kalmasıyla beklenti telefonlarımızı kilitleyecek boyuta ulaştı seçim gecesi yaşandığı söylenen veri krizini anketleri sormak ikinci tur yapılacak net söylemleri duymak istiyorlar sebeple tekrar davet ediyoruz kimileri programımıza katılan gençleri babala kitlesi başlıklandırıp liderlerinin yanlış cevaplarını kötü performanslarını örtmeye çalışsa mevzular açık mikrofon bugüne memleketin köşesinden farklı partiye gönül vermiş cebine para sokuşturulmamış eline soru verilmemiş başlığını koymuş genç ağırladı gördüğünüz yüzler duyduğunuz sorular birilerinin memleketimizin gençlerine aitti gerçek sorular duymak gençlerden fikir almak buyurmaz mısınız
70,İYİ Parti İstanbul 3. Bölge Milletvekili Adayı Ersin Beyaz’ın konuk olduğu “Mevzular Özel” yayında… @beyaz_ersin,iyi parti istanbul bölge milletvekili adayı ersin beyaz konuk olduğu mevzular özel yayında
71,İYİ Parti İstanbul 2. Bölge Milletvekili Adayı Müjdat Öztürk’ün konuk olduğu “Mevzular Özel” yayında… @mujdatozturk34,iyi parti istanbul bölge milletvekili adayı müjdat öztürk konuk olduğu mevzular özel yayında
72,#kayipcanlarimiznerede,
73,#kayipcanlarimiznerede,
74,Mevzular Açık Mikrofon Deprem Özel Yayında… İzleyin İzlettirin! https://piped.kavin.rocks/UGI0Jf51fk4,mevzular açık mikrofon deprem özel yayında izleyin izlettirin
75,"Mevzular Açık Mikrofon Deprem Özel Yayında! Zor olacak izlemesi, biliyorum. Fakat onları duymanızı bekliyorlar. Paylaşın, izleyin, izletin. https://piped.kavin.rocks/UGI0Jf51fk4",mevzular açık mikrofon deprem özel yayında zor olacak izlemesi biliyorum onları duymanızı bekliyorlar paylaşın izleyin izletin
76,"Seçim programı için… Tehdit yüzünden iptal söz konusu değil, uzun yazmışım açıklamayı, okunmadı sanırım. O akşam Allah korusun, bazı hesapların sokakta çıkabilecek her kavgayı bize yıkma, ortalığı karıştırdığımız iftiralarıyla saldırma şüphesi vardı. Bin delil sunsanız da dinlemiyor bu hesaplar biliyorsunuz, şahit olduk. Ne yaparsanız yapın, konuyu bilmeyen insanları yalanla zehirlemeye devam ediyorlar. Bunlar bizim üzerimizden pis emellerine ulaşamasın, o akşam ortalığı karıştıramasın diye iptal ettik. Korkmamız söz konusu bile değildir. Teşekkürler. Yine uzun yazdım ya 🤦🏻‍♂️ inş. okunur.",seçim programı tehdit yüzünden iptal söz konusu uzun yazmışım açıklamayı okunmadı sanırım akşam allah korusun hesapların sokakta çıkabilecek kavgayı yıkma ortalığı karıştırdığımız iftiralarıyla saldırma şüphesi vardı delil sunsanız dinlemiyor hesaplar biliyorsunuz şahit olduk yaparsanız yapın konuyu bilmeyen insanları yalanla zehirlemeye devam ediyorlar bunlar üzerimizden pis emellerine ulaşamasın akşam ortalığı karıştıramasın iptal ettik korkmamız söz konusu değildir teşekkürler uzun yazdım inş okunur
77,Bu akşam yayında.,akşam yayında
78,Babala Ulusa Sesleniş Yayında https://piped.kavin.rocks/14sdfQqp1Wo,babala ulusa sesleniş yayında
79,"Ulusa sesleniş videomuz yarın sabah 08.00de yayında. Herkese söz verdik, herrrkese. Kime söz verdiysek o tarafa soktular bizi, alınmadık. Seçim Özel programı yapacağız dedik, bin türlü tehdit aldık, olsun dedik kulak kapattık. Fakat… Konu sokakta çıkabilecek kavgaları üzerimize yıkma boyutuna geldi. Böyle kötüler… Gelen ihbarlara ilk defa itibar ettik, orada durun dedik. Yanımda 20-25 yaşında gençler çalışıyor. Kimseye böyle bir fırsat veremem. Sanırım elimizden geleni yaptık zaten. Gönüllülerimizi de sandıklara yönlendirdik. Bu sebeple Seçim Özel Programını YAPMAMA kararı aldık. Umarım faydamız olmuştur. Oy verin!",ulusa sesleniş videomuz yarın sabah yayında söz verdik herrrkese söz verdiysek tarafa soktular alınmadık seçim özel programı yapacağız dedik türlü tehdit aldık olsun dedik kulak kapattık konu sokakta çıkabilecek kavgaları üzerimize yıkma boyutuna kötüler gelen ihbarlara itibar ettik durun dedik yanımda yaşında gençler çalışıyor kimseye fırsat veremem sanırım elimizden geleni yaptık gönüllülerimizi sandıklara yönlendirdik sebeple seçim özel programını yapmama kararı aldık umarım faydamız olmuştur oy verin
80,İYİ Parti Ankara 2. Bölge Milletvekili Adayı Uğurhan Tiryaki’nin konuk olduğu “Mevzular Özel” yayında… @ugurhantiryaki,iyi parti ankara bölge milletvekili adayı uğurhan tiryaki konuk olduğu mevzular özel yayında
81,Mevzular Açık Mikrofon 13.Bölümüyle Yayında… https://piped.kavin.rocks/j-oRBAQ6HPs,mevzular açık mikrofon bölümüyle yayında
82,"Mevzular Açık Mikrofon Deprem Özel… Pek Yakında @BabalaTv de. Hepimiz adına onlara bir söz verdim… İzleyiniz, destekleyiniz.",mevzular açık mikrofon deprem özel pek yakında hepimiz adına söz verdim izleyiniz destekleyiniz
83,"Osman Bey, Hatay’dan selamlar…",osman bey hatay selamlar
84,Bu haber yalandır. Kaynağı mabat olan haberlere itibar etmeyiniz :),haber yalandır kaynağı mabat haberlere itibar etmeyiniz
85,Söz,söz
86,"Nasıl unuturuz? Mevzular Açık Mikrofon Deprem Özel için Hatay’dayız. Yalnızca onlar konuşacak, hepimiz dinleyeceğiz.   Detaylı bilgi için 👉🏻 @BabalaTv   Şarkı- Güncel Gürsel Artıktay - Sar’altınım",unuturuz mevzular açık mikrofon deprem özel hatay yalnızca konuşacak hepimiz dinleyeceğiz detaylı bilgi şarkı güncel gürsel artıktay sar
87,Mevzular Açık Mikrofon 12. Bölüm yayında 🏹 https://piped.kavin.rocks/watch?v=yaCXn8rzk48,mevzular açık mikrofon bölüm yayında
88,Mevzular Açık Mikrofon 12.Bölüm ufak bir teknik  sıkıntı sebebiyle maalesef 23.30’da Babala Tv’de yayında. Gecikme için çok çok özür dileriz.,mevzular açık mikrofon bölüm ufak teknik sıkıntı sebebiyle maalesef babala yayında gecikme özür dileriz
89,ÇOK seviyorum olm sizi ben ❤️ M.A.M. 12. Bölüm Bu Akşam 22.00de BabalaTVde. Konuk Sn. Babacan.,seviyorum olm mam bölüm akşam babalatvde konuk babacan
90,Sizin de 1 Mayıs’ınız kutlu olsun gençler. Canım ekibim! 💪🏻  #1mayıs,mayıs kutlu olsun gençler canım ekibim
91,"Birileri sağ, birileri sol 🤘🏻✊🏻 #mevzularaçıkmikrofon   (Uzun tanıtım pek yakında)",birileri sağ birileri sol uzun tanıtım pek yakında
92,#MevzularAçıkMikrofon,
93,M.A.M 12. Bölüm Uzun Tanıtım. Konuk Deva Partisi Genel Başkanı Sn. Ali Babacan. Programın tamamı 2 Mayıs Salı Akşamı 21.00’de BabalaTV’de 🏹 #babalatv #mevzularaçıkmikrofon,mam bölüm uzun tanıtım konuk deva partisi genel başkanı ali babacan programın tamamı mayıs salı akşamı babalatv
94,- Format gereği programa soru sormak için gelen misafirlerimiz karşıt görüşlü olmak zorundadır.  - Türkiye İşçi Partisini savunan veya sorusu olmayan programa katılamaz.   - Listede ismi bulunmayan salona kesinlikle alınmayacaktır.   - Konum ve Saat bilgisi paylaşılacaktır.,format gereği programa soru sormak gelen misafirlerimiz karşıt görüşlü olmak zorundadır türkiye işçi partisini savunan sorusu olmayan programa katılamaz listede ismi bulunmayan salona kesinlikle alınmayacaktır konum saat bilgisi paylaşılacaktır
95,Mevzular Açık Mikrofon’da soru sormak isterseniz bu postun altına #sorumvar yazın ve ekip arkadaşlarımız size ulaşsın.  - Mevzular Açık Mikrofon 13. Bölüm Türkiye İşçi Partisi' nin tam kadro katılımıyla gerçekleşecektir.,mevzular açık mikrofon soru sormak isterseniz postun altına yazın ekip arkadaşlarımız ulaşsın mevzular açık mikrofon bölüm türkiye işçi partisi tam kadro katılımıyla gerçekleşecektir
96,Mesai devam. Konuk Sn. Babacan,mesai devam konuk babacan
97,Mevzular Açık Mikrofon’da soru sormak isterseniz bu postun altına #sorumvar yazın ve ekip arkadaşlarımız size ulaşsın. -Mevzular Açık Mikrofon 12.Bölüm DEVA Partisi Genel Başkanı Ali Babacan’ın katılımıyla gerçekleşecektir.,mevzular açık mikrofon soru sormak isterseniz postun altına yazın ekip arkadaşlarımız ulaşsın mevzular açık mikrofon bölüm deva partisi genel başkanı ali babacan katılımıyla gerçekleşecektir
98,"Sevinin küçükler, övünün büyükler #23Nisan kutlu olsun. 🇹🇷",sevinin küçükler övünün büyükler kutlu olsun
99,M.A.M 11. Bölüm Uzun Tanıtım. Konuk Ata İttifakı Cumhurbaşkanı Adayı Sn. Sinan Oğan. Programın tamamı 24 Nisan Pazartesi Akşamı 21.00’de BabalaTV’de 🏹 #babalatv #mevzularaçıkmikrofon,mam bölüm uzun tanıtım konuk ata ittifakı cumhurbaşkanı adayı sinan oğan programın tamamı nisan pazartesi akşamı babalatv
100,Yaranamadım bu millete =),yaranamadım millete
101,Salona sızan yandaşın beklenmeyen vuruşu 😂,salona sızan yandaşın beklenmeyen vuruşu
102,"Resmen geliyorlar. Katılma talebinde bulunanların içinde eski ABD başkanı da var =) Duyurular yakında. Ayrıca bugün Rus, Fransız ve Alman basını röportaj istedi benden. Dış güçler etrafımı sarmış durumda. MİT bana ulaşsın. 😅",resmen geliyorlar katılma talebinde bulunanların eski abd başkanı duyurular yakında ayrıca bugün rus fransız alman basını röportaj istedi benden dış güçler etrafımı sarmış durumda mit ulaşsın
103,-Format gereği programa soru sormak için gelen misafirlerimiz karşıt görüşlü olmak zorundadır.  -Ali Babacan’ı savunan veya sorusu olmayan programa katılamaz. -Listede ismi bulunmayan salona kesinlikle alınmayacaktır. -Konum ve Saat bilgisi paylaşılacaktır.,format gereği programa soru sormak gelen misafirlerimiz karşıt görüşlü olmak zorundadır ali babacan savunan sorusu olmayan programa katılamaz listede ismi bulunmayan salona kesinlikle alınmayacaktır konum saat bilgisi paylaşılacaktır
104,En zor sınavımdı.,zor sınavımdı
105,Yerli ve Milli programımız M.A.M. Yeni bölümüyle pazartesi akşamı 21.00de yayında. 🟢,yerli milli programımız mam yeni bölümüyle pazartesi akşamı yayında
106,🥇,
107,"Mevzular Açık Mikrofon 11. Bölüm konuğu, Ata İttifakı Cumhurbaşkanı Adayı Sn. Sinan Oğan’a soru sormak için #sorumvar yazın ve ekip arkadaşlarımız size ulaşsın.",mevzular açık mikrofon bölüm konuğu ata ittifakı cumhurbaşkanı adayı sinan oğan soru sormak yazın ekip arkadaşlarımız ulaşsın
108,DEVA Partisi Genel Başkanı Sn. Ali Babacan @alibabacan 24 Nisan’da konuğumuz oluyor. Başvuru paylaşımı pek yakında. 🏹 #mevzularaçıkmikrofon #babalatv,deva partisi genel başkanı ali babacan nisan konuğumuz oluyor başvuru paylaşımı pek yakında
109,İletişim 101 #mevzularaçıkmikrofon,iletişim
110,-Format gereği programa soru sormak için gelen misafirlerimiz karşıt görüşlü olmak zorundadır.  -Sinan Oğan’ı savunan veya sorusu olmayan programa katılamaz. -Listede ismi bulunmayan salona kesinlikle alınmayacaktır. -Konum ve Saat bilgisi paylaşılacaktır.,format gereği programa soru sormak gelen misafirlerimiz karşıt görüşlü olmak zorundadır sinan oğan savunan sorusu olmayan programa katılamaz listede ismi bulunmayan salona kesinlikle alınmayacaktır konum saat bilgisi paylaşılacaktır
111,Mevzular Açık Mikrofon’da soru sormak isterseniz bu postun altına #sorumvar yazın ve ekip arkadaşlarımız size ulaşsın. -Mevzular Açık Mikrofon 11.Bölüm Ata İttifakı Cumhurbaşkanı Adayı Sinan Oğan’ın katılımıyla gerçekleşecektir.,mevzular açık mikrofon soru sormak isterseniz postun altına yazın ekip arkadaşlarımız ulaşsın mevzular açık mikrofon bölüm ata ittifakı cumhurbaşkanı adayı sinan oğan katılımıyla gerçekleşecektir
112,M.A.M 10. Bölüm Uzun Tanıtım. Konuk Memleket Partisi Genel Başkanı ve Cumhurbaşkanı Adayı Sn. Muharrem İnce. Programın tamamı 17 Nisan Pazartesi Akşamı 21.30da BabalaTV’de 🏹 #babalatv #MevzularAcıkMikrofon,mam bölüm uzun tanıtım konuk memleket partisi genel başkanı cumhurbaşkanı adayı muharrem ince programın tamamı nisan pazartesi akşamı babalatv
113,"-Format gereği programa soru sormak için gelen misafirlerimiz karşıt görüşlü olmak zorundadır.  -Memleket Partisini ve Muharrem İnce’yi savunan veya sorusu olmayan programa katılamaz. -Listede ismi bulunmayan salona kesinlikle alınmayacaktır. -Konum, Saat bilgisi paylaşılacaktır.",format gereği programa soru sormak gelen misafirlerimiz karşıt görüşlü olmak zorundadır memleket partisini muharrem ince savunan sorusu olmayan programa katılamaz listede ismi bulunmayan salona kesinlikle alınmayacaktır konum saat bilgisi paylaşılacaktır
114,Mevzular Açık Mikrofon’da soru sormak isterseniz bu postun altına #sorumvar yazın ve ekip arkadaşlarımız size ulaşsın. -Mevzular Açık Mikrofon 10.Bölüm Cumhurbaşkanı Adayı ve Memleket Partisi Genel Başkanı Muharrem İnce’nin katılımıyla gerçekleşecektir.,mevzular açık mikrofon soru sormak isterseniz postun altına yazın ekip arkadaşlarımız ulaşsın mevzular açık mikrofon bölüm cumhurbaşkanı adayı memleket partisi genel başkanı muharrem ince katılımıyla gerçekleşecektir
115,https://nitter.moomoo.me/i/spaces/1ynJOaozZgEKR,
116,"Başta Ulu Önderimiz Mustafa Kemal Atatürk olmak üzere Çanakkale’yi geçilmez kılan tüm şehitlerimizi ve gazilerimizi saygıyla, minnetle ve rahmetle anıyoruz. 18 Mart Çanakkale Zaferimizin 108. Yılı Kutlu Olsun! 🇹🇷",başta ulu önderimiz mustafa kemal atatürk olmak çanakkale geçilmez kılan şehitlerimizi gazilerimizi saygıyla minnetle rahmetle anıyoruz mart çanakkale zaferimizin yılı kutlu olsun
117,Benim kanal beni geçti. Dünyanın en etkili 9. Twitter hesabı BabalaTV 1.2 milyar insana ulaşmak mı? Öh.,kanal geçti dünyanın etkili twitter hesabı babalatv milyar insana ulaşmak öh
118,"Dünyanın en etkili 57. Twitter hesabıymışım. Herkes akıllı olsun 🕶️ Bakın Dünyanın diyorum, ona göre. Dur bayrağı da asayım 🇹🇷",dünyanın etkili twitter hesabıymışım akıllı olsun bakın dünyanın diyorum göre dur bayrağı asayım
119,Perşembe Akşamı 21.00de @BabalaTv de.,perşembe akşamı
120,HATAY ARSUZ AKÇALI BELDESİ ATATÜRK CADDESİ NO:5  35 kişi  ERZAK-MONT-İÇ ÇAMAŞIR-EŞOFMAN-BATTANİYE  0537 291 51 06,hatay arsuz akçalı beldesi atatürk caddesi kişi erzakmontiç çamaşıreşofmanbattaniye
121,"3 kişilik Gıda battaniye temizlik malzemesi su ekmek çay şeker yağ, 8 yada 9 yaş erkek mont ve giyecek battalgazi mahallesi öykü sokak no 5 daire 1 battalgazi malatya",kişilik gıda battaniye temizlik malzemesi su ekmek çay şeker yağ yada yaş erkek mont giyecek battalgazi mahallesi öykü sokak daire battalgazi malatya
